year,name,engine_size,mileage(km),price(eur),link
2020,Toyota Camry,2.5 Petrol Hybrid,169859,31450,https://www.donedeal.ie/cars-for-sale/2020-toyota-camry-like-new/40748368
2015,Volkswagen Golf,1.4 Petrol,62731,15450,https://www.donedeal.ie/cars-for-sale/2015-volkswagen-golf-high-spec-sunroof-leather-cc/40748357
2019,Toyota Prius,1.8 Petrol Hybrid,56363,21950,https://www.donedeal.ie/cars-for-sale/toyota-prius-2019/40748346
2018,Toyota Prius,1.8 Petrol Hybrid,100174,21450,https://www.donedeal.ie/cars-for-sale/182-toyota-prius-alpha-7seat-new-nct-06-27/40748339
2006,Toyota RAV4,2.0 Petrol,237102,1950,https://www.donedeal.ie/cars-for-sale/toyota-rav4-2-0-petrol-4wd-nct-aircon/40282482
2022,Peugeot 5008,1.5 Diesel,45000,35950,https://www.donedeal.ie/cars-for-sale/peugeot-5008-1-5-bluehdi-130bhp-allure-low-klms/40174193?campaign=3
2025,Tesla Model 3,Electric,1800,35995,https://www.donedeal.ie/cars-for-sale/2025-252-tesla-model-3-rwd/38742691
2023,Tesla Model Y,Electric,33280,30995,https://www.donedeal.ie/cars-for-sale/2023-232-tesla-model-y-rwd/40433652
2025,Tesla Model 3,Electric,11295,49995,https://www.donedeal.ie/cars-for-sale/2025-251-tesla-model-3-performance/40567924
2024,Tesla Model Y,Electric,19450,34995,https://www.donedeal.ie/cars-for-sale/2024-241-tesla-model-y-rwd/40113070
2023,Tesla Model Y,Electric,38100,29995,https://www.donedeal.ie/cars-for-sale/2023-231-tesla-model-y-rwd/40433626
2024,Tesla Model 3,60 kWh Electric,15885,32995,https://www.donedeal.ie/cars-for-sale/2024-242-tesla-model-3-rwd/40506541
2023,Tesla Model Y,Electric,27320,33995,https://www.donedeal.ie/cars-for-sale/2023-232-tesla-model-y-awd-long-range/40439599
2023,Tesla Model 3,Electric,24900,27995,https://www.donedeal.ie/cars-for-sale/2023-231-tesla-model-3-rwd/40506401
2022,Tesla Model 3,Electric,29285,24995,https://www.donedeal.ie/cars-for-sale/2022-221-tesla-model-3-rwd/39317202
2017,Mini Countryman,1.6 Diesel,134156,12950,https://www.donedeal.ie/cars-for-sale/171-mini-countryman-nct-till-2027/39748174
2021,Nissan Micra,1.0 Petrol,47778,16995,https://www.donedeal.ie/cars-for-sale/nissan-micra-1-0t-sv/40078656
2021,Renault Clio,1.0 Petrol,87204,16995,https://www.donedeal.ie/cars-for-sale/renault-clio-iconic-tce-100-my19/40078161
2015,Ford S-Max,1.6 Diesel,157567,10950,https://www.donedeal.ie/cars-for-sale/151-ford-s-max-7-seater-perfect-family-car/39707975
2023,Hyundai Tucson,1.6 Petrol Hybrid,38255,35999,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-executive-hev-1-6-petrol-5dr/38713090
2012,Toyota Avensis,2.0 Diesel,433515,1650,https://www.donedeal.ie/cars-for-sale/toyota-avensis-2012-d4d/39841652
2025,Skoda Kodiaq,2.0 Diesel,20,56950,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-selection-dsg-2-0tdi-150bhp-321-of/40475968
2025,Volvo XC60,2.0 Petrol Plug-in Hybrid,1000,72900,https://www.donedeal.ie/cars-for-sale/volvo-xc60-phev-plus-bright-t6-was-77-250-now/40130431
2018,Volkswagen Golf,1.2 Petrol,55000,17950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf/38233965
2021,Volkswagen Touareg,3.0 Petrol Plug-in Hybrid,57175,65995,https://www.donedeal.ie/cars-for-sale/volkswagen-touareg-r-3-0tsi-phev-462bhp-4motion/40245658
2018,Volkswagen Up,1.0 Petrol,92000,10350,https://www.donedeal.ie/cars-for-sale/2018-volkswagen-high-up-automatic/40552013
2016,Suzuki Swift,1.2 Petrol,103132,11750,https://www.donedeal.ie/cars-for-sale/2016-suzuki-swift-rs-1-2l-automatic-fresh-nct/40744954?campaign=3
2018,Volkswagen Passat,2.0 Diesel,78000,25950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-passat-automatic-2-0-tdi-high-li/40435590?campaign=3
2016,Renault Clio,1.2 Petrol,89000,9995,https://www.donedeal.ie/cars-for-sale/2016-renault-clio-1-2-automatic/40551822
2019,Mitsubishi Mirage,1.2 Petrol,70810,10450,https://www.donedeal.ie/cars-for-sale/2019-mitsubishi-mirage/37288978
2014,Honda Fit,1.5 Petrol Hybrid,93100,8750,https://www.donedeal.ie/cars-for-sale/honda-fit-2014-automatic-hybrid/40554714
2013,Volkswagen Golf,1.2 Petrol,87115,8950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2013-automatic/40367733
2019,Dacia Sandero,1.0 Petrol,60000,11900,https://www.donedeal.ie/cars-for-sale/dacia-sandero-1-0-75-signature/40630896
2015,Hyundai Santa Fe,2.2 Diesel,159000,12999,https://www.donedeal.ie/cars-for-sale/2015-hyundai-santa-fe-comfort7-seater-low-miles/39648174
2015,Peugeot 2008,1.2 Petrol,70873,9350,https://www.donedeal.ie/cars-for-sale/peugeot-2008-2015-automatic/40747189
2021,Ford Kuga,1.5 Diesel,52905,27950,https://www.donedeal.ie/cars-for-sale/ford-kuga-titanium-1-5-td-120-s6-2-m6-f-4dr-please/40534173
2016,Renault Clio,1.2 Petrol,59000,11499,https://www.donedeal.ie/cars-for-sale/renault-clio-2016-auto/40199121
2014,Volvo V40,1.6 Petrol,78857,10950,https://www.donedeal.ie/cars-for-sale/volvo-v40-2014/37922317
2025,BMW X1,1.5 Petrol Plug-in Hybrid,14120,53800,https://www.donedeal.ie/cars-for-sale/bmw-x1-xdrive25e-xline/40586154
2020,Nissan Qashqai,1.3 Petrol,179621,18450,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-n-connecta-dig-t-auto-1-3-petrol/40610813
2017,Toyota Avensis,2.0 Diesel,177826,11950,https://www.donedeal.ie/cars-for-sale/toyota-avensis-2-0-d-4d-business-edition-overmount/40415218
2023,Hyundai Tucson,1.6 Petrol Hybrid,43483,36295,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-hybrid-executive-1-6l-petrol-autom/37761363
2025,Volkswagen Golf,1.5 Petrol Plug-in Hybrid,10,36900,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-golf-edi-75-phev-1-5-tsi-150hp/40305717
2024,Volvo XC90,2.0 Petrol Plug-in Hybrid,27358,71950,https://www.donedeal.ie/cars-for-sale/volvo-xc90-priced-to-sell/40530180
2011,Audi A1,1.2 Petrol,113000,8950,https://www.donedeal.ie/cars-for-sale/audi-a1-auto-low-km-3dr/40396702
2026,Audi A6,Electric,0,89677,https://www.donedeal.ie/cars-for-sale/audi-a6-sportback-e-tron-s-line-panoramic-glass-r/40150111
2022,Mitsubishi Mirage,1.2 Petrol,21000,14950,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-finance-available-automatic-/39312068?campaign=3
2017,Volkswagen Passat,1.4 Petrol,65000,21950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-hi-line-massive-spec/40352301?campaign=3
2021,Renault Captur,1.6 Petrol Plug-in Hybrid,60110,21950,https://www.donedeal.ie/cars-for-sale/renault-captur-e-tech-p-s-edition-plug-i-plug-in-h/40227231
2014,Audi A1,1.4 Petrol,72420,11990,https://www.donedeal.ie/cars-for-sale/2014-audi-a1-1-4-petrol-automatic-45k-miles-only/40704878
2014,Honda Fit,1.5 Petrol Hybrid,31000,10490,https://www.donedeal.ie/cars-for-sale/2014-honda-fit-1-5-hybrid-auto-low-miles-31k-km/40704593
2016,Volkswagen Golf,1.2 Petrol,57936,13990,https://www.donedeal.ie/cars-for-sale/2016-volkswagen-golf-estate-1-2-auto-36k-miles/40702915
2015,Audi A3,1.4 Petrol,64373,14690,https://www.donedeal.ie/cars-for-sale/2015-audi-a3-1-4-petrol-automatic-40k-miles-only/40628784
2016,Audi A1,1.0 Petrol,59545,13950,https://www.donedeal.ie/cars-for-sale/2016-audi-a1-1-0-petrol-automatic-37k-miles-only/40310142
2015,Volkswagen Golf,1.2 Petrol,67592,13490,https://www.donedeal.ie/cars-for-sale/2015-volkswagen-golf-estate-1-2-auto-tsi-/40211670
2017,Citroen C4,1.6 Diesel,141311,12950,https://www.donedeal.ie/cars-for-sale/citroen-grand-c4-picasso-feel-blue-hdi-120bhp-7-se/40209177
2025,Hyundai i20,1.2 Petrol,20447,21999,https://www.donedeal.ie/cars-for-sale/hyundai-i20-classic-1-2-petrol-5dr/40639999
2022,Nissan Qashqai,1.3 Petrol Hybrid,47615,31495,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-3-pet-mild-hybrid-sv-tech/40252561
2024,Hyundai Tucson,1.6 Diesel,25907,34495,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-executive-1-6l-diesel-suv/40138871
2018,Nissan Micra,1.2 Petrol,60666,9750,https://www.donedeal.ie/cars-for-sale/nissan-micra-automatic-5-door-alarm-immobiliser-fi/40396081
2021,BMW 3-Series,2.0 Petrol Hybrid,188292,21895,https://www.donedeal.ie/cars-for-sale/bmw-3-series-2021-m-sport/40608151
2014,Audi Q5,2.0 Diesel,321868,11950,https://www.donedeal.ie/cars-for-sale/audi-q5-s-line-quattro-auto/40746508
2015,Kia Ceed,1.6 Diesel,116783,10950,https://www.donedeal.ie/cars-for-sale/kia-ceed-pro-ceed-1-6-ex-3dr/40060818
2021,Dacia Duster,1.5 Diesel,96417,19495,https://www.donedeal.ie/cars-for-sale/dacia-duster-blue-dci-115-comfort/40433413
2016,Audi A3,1.4 Petrol,87000,14995,https://www.donedeal.ie/cars-for-sale/16-audi-a3-low-mileage-1-4-auto-transmission/40552292
2025,Volkswagen Golf,1.5 Petrol Plug-in Hybrid,15,53716,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-style-phev-1-5tsi-204hp-dsg-a/38549588
2019,Hyundai Santa Fe,2.2 Diesel,77000,29999,https://www.donedeal.ie/cars-for-sale/2019-hyundai-santa-fe-4wd-executive-plus-low-km/40092166
2022,Toyota RAV4,2.5 Petrol Plug-in Hybrid,55000,43950,https://www.donedeal.ie/cars-for-sale/toyota-rav4-4wd-hybrid-sport-phev-full-leather/40333208
2020,Volkswagen Polo,1.0 Petrol,33413,18950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-tsi-automatic-comfort-line-/40036347
2023,Mazda Mazda2,1.5 Petrol,8075,19950,https://www.donedeal.ie/cars-for-sale/mazda-mazda2-1-5-automatic-low-mileage-reverse/39882739
2018,Volvo V40,1.5 Petrol,24853,17950,https://www.donedeal.ie/cars-for-sale/volvo-v40-1-5-automatic-t2-kinetic-reverse-cam/39967743
2022,Mitsubishi Mirage,1.2 Petrol,16862,15950,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-1-2-automatic-low-mileage-up/38875477
2019,BMW 1-Series,1.5 Petrol,28359,23450,https://www.donedeal.ie/cars-for-sale/bmw-1-series-1-5-auto-cruise-control-reverse-c/40486379
2023,Toyota Prius,1.8 Petrol Hybrid,46830,30950,https://www.donedeal.ie/cars-for-sale/toyota-prius-hybrid-1-8-automatic-apple-car-play/40482597
2024,Volkswagen Golf,1.0 Petrol,4644,32950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-low-mileage-automatic-alloy-wh/40482589
2018,Mercedes-Benz GLA,1.6 Petrol,52050,24950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gla-1-6-automatic-cruise-control-/40075088
2017,BMW 1-Series,1.5 Petrol,23876,18950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-1-5-118i-automatic-reverse-camera-/40329167
2016,Citroen C3,1.2 Petrol,41731,10950,https://www.donedeal.ie/cars-for-sale/citroen-c3-1-2-petrol-auto/40557821
2023,Toyota Prius,1.8 Petrol Hybrid,19394,32950,https://www.donedeal.ie/cars-for-sale/toyota-prius-1-8-hybrid-automatic-reverse-camera/40557814
2024,Toyota Prius,1.8 Petrol Hybrid,12971,34950,https://www.donedeal.ie/cars-for-sale/toyota-prius-automatic-1-8-hybrid-reverse-camera/40557816
2018,Mazda Demio,1.3 Petrol,66076,14450,https://www.donedeal.ie/cars-for-sale/mazda-demio-1-3-automatic-reverse-parking-aid-/40352412
2018,Audi A1,1.0 Petrol,66776,16950,https://www.donedeal.ie/cars-for-sale/audi-a1-1-0l-automatic-tfsi-parking-sensors-he/40457910
2019,BMW 2-Series,1.5 Petrol,72690,20950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-active-tourer-1-5-automatic-rever/39249531
2018,BMW 2-Series,1.5 Petrol,92891,16950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-active-tourer-1-5-automatic/39882818
2016,Audi A3,1.4 Petrol,48157,18750,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-automatic/40326882
2017,Audi A3,1.4 Petrol,26295,19750,https://www.donedeal.ie/cars-for-sale/audi-a3-low-mileage-1-4-tfsi-automatic-reverse-c/40326877
2019,Mazda Demio,1.3 Petrol,64030,13950,https://www.donedeal.ie/cars-for-sale/mazda-demio-1-3-automatic/39882576
2021,Toyota Camry,2.5 Petrol Hybrid,111778,27950,https://www.donedeal.ie/cars-for-sale/toyota-camry-2-5-hybrid-g-model-upgraded-alloy/39882533
2020,Volkswagen Polo,1.0 Petrol,68519,18450,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-automatic/39967763
2016,BMW 1-Series,1.5 Petrol,44586,15950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-1-5-automatic-reverse-camera/39882498
2018,Mercedes-Benz GLA,1.6 Petrol,24344,26950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gla-1-6-automatic-reverse-camera-/39882501
2018,Peugeot 3008,1.2 Petrol,118000,20950,https://www.donedeal.ie/cars-for-sale/peugeot-3008-1-2-allure-130bhp/40383354?campaign=3
2019,Audi A3,1.4 Petrol,56174,21450,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-cruise-control-reverse-camera/40608916?campaign=3
2016,Volkswagen Golf,1.2 Petrol,30537,14450,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-automatic-tsi-estate-upgra/39602919
2023,Audi A3,1.4 Petrol Plug-in Hybrid,88072,27950,https://www.donedeal.ie/cars-for-sale/audi-a3-sportback-tfsi-e-sport-petrol-electric-1/39531986
2018,BMW 2-Series,1.5 Petrol,67029,17950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-active-tourer-1-5-automatic-rever/39132321
2019,Volkswagen Polo,1.5 Petrol,38664,22450,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-5-petrol-auto/40642317
2019,Volkswagen Golf,1.2 Petrol,74998,17950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-automatic-estate-cruise-cont/40457974
2015,Audi Q3,1.4 Petrol,33210,17950,https://www.donedeal.ie/cars-for-sale/audi-q3-1-4-tfsi-cruise-control-reverse-camera/40557809
2021,Volkswagen Golf,1.0 Petrol Hybrid,86555,23950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-0-etsi-automatic-cruise-contro/40557828
2020,Toyota Corolla,1.8 Petrol Hybrid,50357,20450,https://www.donedeal.ie/cars-for-sale/toyota-corolla-petrol-hybrid-cruise-control-re/40557836
2018,Mercedes-Benz A-Class,1.6 Petrol,54550,19950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-a-class-1-6-automatic-reverse-came/40557827
2020,Mercedes-Benz A-Class,1.3 Petrol,46099,28950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-a-class-1-3-automatic-cruise-contr/40557829
2019,Audi A3,1.4 Petrol,46553,20950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-automatic-cruise-control-reve/40457970
2018,Audi A3,1.4 Petrol,57154,19950,https://www.donedeal.ie/cars-for-sale/audi-a3-automatic-1-4l-tfsi-reverse-camera-cru/40457913
2021,Nissan Note,1.2 Petrol Hybrid,49369,17950,https://www.donedeal.ie/cars-for-sale/nissan-note-hybrid-e-power-1-2l-automatic-new-mo/40457934
2019,Mitsubishi Outlander,2.4 Petrol Plug-in Hybrid,67441,24950,https://www.donedeal.ie/cars-for-sale/mitsubishi-outlander-phev-automatic-2-4l-hybrid-/40457930
2019,Nissan Note,1.2 Petrol Hybrid,53121,13450,https://www.donedeal.ie/cars-for-sale/nissan-note-1-2-hybrid-automatic-reverse-camer/40457933
2020,Nissan Note,1.2 Petrol Hybrid,93449,13950,https://www.donedeal.ie/cars-for-sale/nissan-note-1-2-auto-hybrid-reverse-camera/40457935
2022,Nissan Note,1.2 Petrol Hybrid,43564,19450,https://www.donedeal.ie/cars-for-sale/nissan-note-1-2-auto-hybrid-new-model/40457946
2018,Volkswagen Golf,1.2 Petrol,135139,18950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-tsi-automatic-cruise-control/40457952
2020,Toyota Aqua,1.5 Petrol Hybrid,108133,13950,https://www.donedeal.ie/cars-for-sale/toyota-aqua-hybrid-1-5l-automatic-air-conditioni/40457953
2018,Volkswagen Golf,1.2 Petrol,33738,17950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-automatic-reverse-camera-a/40527847
2020,Volkswagen Polo,1.0 Petrol,55407,17950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-1-0-automatic-cruise-control-r/40457967
2023,Citroen C5 Aircross,1.6 Petrol Plug-in Hybrid,19976,34450,https://www.donedeal.ie/cars-for-sale/citroen-c5-aircross-c-series-edition-digital-das/39882595
2020,Audi A3,1.4 Petrol,67344,21950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-automatic-cruise-control-/40034748
2014,Audi A3,1.4 Petrol,94000,13950,https://www.donedeal.ie/cars-for-sale/audi-a3-sporty-body-kit-leather-inetrior/39265150?campaign=3
2018,Volkswagen Golf,1.4 Petrol,52000,18950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-highlinesat-nav-reverse-came/40437937?campaign=3
2018,Mercedes-Benz GLA,1.6 Petrol,19711,25950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gla-gla-180-1-6-automatic-electr/39272679
2019,BMW 2-Series,1.5 Petrol,47248,21950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-active-tourer-1-5-automatic-sport/39882687
2022,Mitsubishi Mirage,1.2 Petrol,74412,16950,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-1-2-cvt-automatic-alloy-wheels/40036351
2020,Audi A3,1.4 Petrol,51486,22950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-automatic-cruise-control/40036325
2022,Mitsubishi Mirage,1.2 Petrol,47227,15950,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-1-2-automatic-upgraded-alloys/39882761
2018,Toyota Camry,2.5 Petrol Hybrid,119237,19950,https://www.donedeal.ie/cars-for-sale/toyota-camry-2-5-hybrid-automatic-cruise-control/40034746
2019,Mazda Demio,1.3 Petrol,67729,13950,https://www.donedeal.ie/cars-for-sale/mazda-demio-1-3-automatic-air-conditioning-but/39882738
2020,Honda Fit,1.5 Petrol Hybrid,61826,16450,https://www.donedeal.ie/cars-for-sale/honda-fit-1-5-automatic-hybrid-cruise-control/40389362
2018,Audi A1,1.0 Petrol,89400,17750,https://www.donedeal.ie/cars-for-sale/audi-a1-1-0-tfsi-automatic-two-tone-reverse-ca/40326870
2018,Audi A3,1.4 Petrol,21157,20950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-automatic-digital-dash-alloy/39993600
2017,Volkswagen Golf,1.2 Petrol,79070,14450,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-tsi-automatic-reverse-camera/40376332
2018,BMW 2-Series,1.5 Petrol,29973,19950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-grand-tourer-1-5-automatic-crui/40457983
2022,Volkswagen Polo,1.0 Petrol,19094,22950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-automatic-1-0-tsi-petrol-alloys/40457975
2018,BMW 2-Series,1.5 Petrol,60321,18950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-1-5-grand-tourer-m-sport-alcantar/40457969
2022,Nissan Note,1.2 Petrol Hybrid,85383,17950,https://www.donedeal.ie/cars-for-sale/nissan-note-face-lift-model-1-2-hybrid-automatic/39882634
2020,Volkswagen Up,1.0 Petrol,27085,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-up-1-0-automatic-reverse-camera/39882777
2023,Audi A3,1.0 Petrol,7588,32950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-0-automatic-low-mileage-facelift-mod/39882800
2018,Volkswagen Beetle,1.2 Petrol,27851,19950,https://www.donedeal.ie/cars-for-sale/volkswagen-beetle-automatic-1-2l-tsi-reverse-cam/40698293
2018,Audi A3,1.4 Petrol,27234,20950,https://www.donedeal.ie/cars-for-sale/audi-a3-automatic-1-4-tfsi-electric-heated-seats/40557801
2021,Audi A3,1.4 Petrol,29164,25950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi/40557806
2018,Audi A3,1.4 Petrol,21299,20950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-cruise-control-reverse-camera/40557804
2021,Toyota Yaris,1.5 Petrol Hybrid,105529,20950,https://www.donedeal.ie/cars-for-sale/toyota-yaris-cross-1-5-hybrid-automatic-reverse/40457963
2020,Nissan Leaf,40 kWh Electric,27291,14999,https://www.donedeal.ie/cars-for-sale/nissan-leaf-40kwh-n-connecta-6-6kc-hatchback/40641050?campaign=3
2018,BMW 2-Series,2.0 Diesel,89000,21500,https://www.donedeal.ie/cars-for-sale/bmw-2-series-7-seater-sports-auto/40680664?campaign=3
2021,Toyota Yaris,1.5 Petrol Hybrid,105529,20950,https://www.donedeal.ie/cars-for-sale/toyota-yaris-cross-1-5-hybrid-automatic-reverse/40457963
2019,BMW 1-Series,1.5 Petrol,65183,20950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-1-5-auto/40457919
2021,Toyota Yaris,1.0 Petrol,97925,15950,https://www.donedeal.ie/cars-for-sale/toyota-yaris-1-0-petrol-auto-reverse-camera-al/40624665
2017,Volkswagen Golf,1.2 Petrol,34890,16450,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-petrol-auto/40624659
2018,Volkswagen Golf,1.4 Petrol,57879,19950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-automatic-1-2-tsi-reverse-camera/40624661
2018,Volkswagen Touran,1.4 Petrol,40354,23950,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-1-4-auto-7-seater-cruise-contr/40624663
2019,Mercedes-Benz GLA,1.6 Petrol,22743,29950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gla-automatic-1-6-cruise-control-/40608923
2020,Audi A3,1.4 Petrol,25609,25950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi/40608914
2018,BMW 1-Series,1.5 Petrol,27455,19950,https://www.donedeal.ie/cars-for-sale/bmw-1-series-1-5-automatic-cruise-control-reve/40457979
2020,Volkswagen Golf,1.2 Petrol,44989,20950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-2-tsi-automatic-estate-reverse/40557825
2020,Volvo XC60,2.0 Diesel,63000,39995,https://www.donedeal.ie/cars-for-sale/volvo-xc60-d4-awd-momentum/40501128
2016,Audi A1,1.0 Petrol,52655,13950,https://www.donedeal.ie/cars-for-sale/audi-a1-automatic-1-0l-tfsi-parking-sensors/40608911
2017,Volkswagen Touran,1.4 Petrol,86323,18950,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-1-4-automatic-reverse-camera-/40624664
2018,Mazda Demio,1.3 Petrol,68274,14450,https://www.donedeal.ie/cars-for-sale/mazda-demio-1-3-automatic-parking-sensors-mult/40642289
2017,Renault Captur,1.2 Petrol,44013,14450,https://www.donedeal.ie/cars-for-sale/renault-captur-1-2-petrol-auto-cruise-control-/40642347
2018,Audi A3,1.4 Petrol,83759,21950,https://www.donedeal.ie/cars-for-sale/audi-a3-s-line-automatic-1-4l-tfsi-reverse-cam/40557803
2018,Audi A3,1.4 Petrol,28644,20950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-petrol-auto-reverse-camera-pa/40608915
2021,BMW X3,2.0 Petrol Plug-in Hybrid,49889,40995,https://www.donedeal.ie/cars-for-sale/bmw-x3-x-drive-x-line-30e-auto/40633578
2010,Honda Fit,1.3 Petrol,186000,5950,https://www.donedeal.ie/cars-for-sale/honda-fitt/40179014
2021,Nissan Qashqai,1.3 Petrol,36000,23750,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-3-hybrid-sv-4dr/40099609
2017,Peugeot 308,1.6 Diesel,193000,9750,https://www.donedeal.ie/cars-for-sale/peugeot-308-1-6-hdi-blue-120-allure-5dr-120bhp/40040002
2018,Audi A1,1.0 Petrol,56226,18900,https://www.donedeal.ie/cars-for-sale/2018-audi-a1-1-0tfsi-auto-s-line-black-ed-spec/40739391?campaign=3
2014,Audi A1,1.4 Petrol,106000,11950,https://www.donedeal.ie/cars-for-sale/audi-a1-1-4-auto-finance-available-low-mileage/38618693?campaign=3
2015,Mazda Mazda3,2.2 Diesel,200000,5990,https://www.donedeal.ie/cars-for-sale/mazda-mazda3-2015-nct-08-26-tax-7-25/39772676?campaign=3
2020,Skoda Kodiaq,2.0 Diesel,128000,32450,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-skoda-kodiaq-ambition-2-0tdi-dsg-7-se/39728171
2021,Hyundai i10,1.0 Petrol,106094,13444,https://www.donedeal.ie/cars-for-sale/hyundai-i10-delux-1-0-petrol-5dr/36853169
2016,Audi A3,1.6 Diesel,240000,10750,https://www.donedeal.ie/cars-for-sale/audi-a3-1-6-tdi-se-technik-ultra-11-110ps-5dr/40706793
2026,Citroen C4,1.2 Petrol Hybrid,9,31940,https://www.donedeal.ie/cars-for-sale/citroen-c4-you-model/39894028
2023,Audi A6,2.0 Petrol Plug-in Hybrid,13200,55750,https://www.donedeal.ie/cars-for-sale/audi-a6-s-line-black-edition-tfsie-50-reversing/40535865
2022,Mercedes-Benz E-Class,2.0 Diesel Plug-in Hybrid,69400,65950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gle-class-gle-350de-amg-line-4matic/39593361
2022,BMW i3,42.2 kWh Electric,25001,23950,https://www.donedeal.ie/cars-for-sale/bmw-i3-120ah-zi-4dr-auto-low-kilometres-fsh-/40545779
2023,Kia Niro,64.8 kWh Electric,24500,30945,https://www.donedeal.ie/cars-for-sale/kia-niro-k4-ev-limited-time-0-finance-availabl/40545778
2024,BMW 5-Series,2.0 Diesel,22500,57945,https://www.donedeal.ie/cars-for-sale/bmw-5-series-great-spec-520d-touring-alpine-white/40144361
2024,Kia Sportage,1.6 Diesel,34000,33950,https://www.donedeal.ie/cars-for-sale/kia-sportage-k2-diesel/39987964
2019,Hyundai Tucson,1.6 Diesel,88001,21950,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-ix35-executive-5dr-low-kilomet/39427293
2018,Mazda CX-3,2.0 Petrol,86001,13945,https://www.donedeal.ie/cars-for-sale/mazda-cx-3-2wd-2-0p-120ps-executive-se-5dr-soul/40662561
2025,Mazda Mazda2,1.5 Petrol,4000,24666,https://www.donedeal.ie/cars-for-sale/mazda-mazda2-hybrid-1-5-116hp-at-centreline-mazd/39036608
2026,Kia Sportage,1.6 Diesel,1,52200,https://www.donedeal.ie/cars-for-sale/kia-sportage-diesel-gt-line-0-finance500-supe/40255218
2024,Kia Niro,1.6 Petrol Plug-in Hybrid,12000,33950,https://www.donedeal.ie/cars-for-sale/kia-niro-plug-in-hybrid-k3-5dr-auto-free-ho/40067715
